doc_id,text,processed_text
2804,Can anybody help me with Compare and contrast Haroun and Rashid character from story Haroun and the Sea of stories?,anybodi help compar contrast haroun rashid charact stori haroun sea stori
2805,I want to study biotechnology abroad what do I have to do?,want studi biotechnolog abroad
2806,Why did Infosys reject a mass number of candidates from the 2014 passed out batches?,infosi reject mass number candid pass batch
2807,When is the next batch of Infosys after 9 Jan 2016?,next batch infosi jan
2808,Would Donald Trump be the worst president in US history?,would donald trump worst presid histori
2809,Is Donald trump going to be the worst president?,donald trump go worst presid
2810,Has anyone ever had their RFID passport hacked and their identity stolen?,anyon ever rfid passport hack ident stolen
2811,How are stolen passports used?,stolen passport use
2812,Is ethics bullshit?,ethic bullshit
2813,Are ethics bullshit?,ethic bullshit
2814,How much did Ticketfly pay for WillCall?,much ticketfli pay willcal
2815,How much did Microsoft pay for LiveLoop?,much microsoft pay liveloop
2816,What are the best top 10 movies of Hollywood ever?,best top movi hollywood ever
2817,What are the best movies of Hollywood?,best movi hollywood
2818,What should you do if a cat scratches your eye?,cat scratch eye
2819,What should I do if I have a cat scratch under my eye?,cat scratch eye
2820,"What if the whole world had only one religion, could we think the world can be at peace then?",whole world one religion could think world peac
2821,"If the whole world were to follow only one religion, would it be more peaceful?",whole world follow one religion would peac
2823,How do I get rid of mosquito bite marks?,get rid mosquito bite mark
2825,Why does Tywin sleep with Shae in A Storm of Swords?,tywin sleep shae storm sword
2826,What is it like being the third or non-primary person in a polyamorous relationship?,like third non primari person polyamor relationship
2827,What is it like to be third-wheeled in a polyamorous relationship?,like third wheel polyamor relationship
2828,"Is NATO and CIA behind Turkey's failed coup, why Turkey purges NATO military envoys?",nato cia behind turkey fail coup turkey purg nato militari envoy
2829,Would NATO defend Turkey if Russia attacked?,would nato defend turkey russia attack
2830,What are the most efficient programming algorithms to solve sudoku puzzles?,effici program algorithm solv sudoku puzzl
2831,What are some puzzles similar to Sudoku?,puzzl similar sudoku
2832,Where can I get my MacBook motherboard repaired in Kolkata?,get macbook motherboard repair kolkata
2833,Where can I get my MacBook R.A.M repaired in Kolkata?,get macbook repair kolkata
2834,What is your theory of life?,theori life
2835,What are some theories of life?,theori life
2836,Are Nissan Sentras good cars? Why or why not?,nissan sentra good car
2837,"Should I get a Toyota Corolla, Honda Civic or Nissan Sentra as my first car? Consider all these in 2003-2007",get toyota corolla honda civic nissan sentra first car consid
2838,What are alternatives to healthprofs.com?,altern healthprof com
2839,What are some alternatives to thebetafamily.com?,altern thebetafamili com
2840,How likely is it for a black guy to date an Indian girl?,like black guy date indian girl
2841,Do black guys like to date Indian girls?,black guy like date indian girl
2842,What is mutual funds with examples?,mutual fund exampl
2843,How do modern touchscreens work?,modern touchscreen work
2844,Can touchscreens be used underwater?,touchscreen use underwat
2845,Which country is more technologically advanced; Germany or Japan?,countri technolog advanc germani japan
2846,What are the best places to visit in Japan to get a feel for their latest technological advancements?,best place visit japan get feel latest technolog advanc
2847,Which was the best film of 2016?,best film
2848,What are the proofs of quantum entanglement?,proof quantum entangl
2849,What is quantum entanglement?,quantum entangl
2850,Should I find a new piano teacher to replace my current one?,find new piano teacher replac current one
2851,I find it easy to do many tasks at a time but my parents and teachers advise me to do one thing at a time. Is my attitude right or should I change?,find easi mani task time parent teacher advis one thing time attitud right chang
2852,What is the function of gear box?,function gear box
2853,What is the advantges of a constant mesh gear box over the sliding mesh gear box?,advantg constant mesh gear box slide mesh gear box
2854,Should I worry about what people think about me?,worri peopl think
2855,Should I ever care what people think of me?,ever care peopl think
2856,"What is the difference between an UberX, Uber Black and Uber Taxi?",differ uberx uber black uber taxi
2857,How does Uber compare to taxis in New York City?,uber compar taxi new york citi
2858,How do I burn a dvd movie using windows 10? (PLEASE read description before answering),burn dvd movi use window pleas read descript answer
2859,What are High pitch Bollywood music songs?,high pitch bollywood music song
2860,Why is Quora claiming my questions need improvement?,quora claim question need improv
2861,Why does Quora keep telling me my question needs improvement?,quora keep tell question need improv
2862,Which comment do girls like the most?,comment girl like
2863,Did I do the right thing by breaking up the engagement with my girl friend? See the comment for details,right thing break engag girl friend see comment detail
2864,What are the differences between a B-tree and a B+ tree?,differ tree tree
2865,What are the differences between B+Tree and B-Tree?,differ tree tree
2866,What is the equation for calculating GDP at factor cost?,equat calcul gdp factor cost
2867,What is the significance of calculating GDP at factor cost and GDP at producer prices?,signific calcul gdp factor cost gdp produc price
